tier,oracle,algorithm,seed,n_molecules,max_call,best_score,final_top1,final_top10,final_top100,auc_top10,path
medium,sascore,screening,2,1000,1000,8.66793054365497,8.66793054365497,8.352685526716238,8.042297635281923,8.190745566333792,oracle_benchmark_results_part2_evaluator/medium/sascore/screening/seed_2/results_screening_sascore_2.yaml
medium,sascore,selfies_ga,0,1001,1001,9.0,9.0,8.409025447909563,7.592418218583539,8.147494747553889,oracle_benchmark_results_part2_evaluator/medium/sascore/selfies_ga/seed_0/results_selfies_ga_sascore_0.yaml
medium,sascore,selfies_ga,1,1001,1001,9.0,9.0,8.79537896573094,8.173090043142656,8.332337672977713,oracle_benchmark_results_part2_evaluator/medium/sascore/selfies_ga/seed_1/results_selfies_ga_sascore_1.yaml
medium,sascore,selfies_ga,2,1001,1001,9.0,9.0,8.907299655173674,8.242811712428926,8.438814246779124,oracle_benchmark_results_part2_evaluator/medium/sascore/selfies_ga/seed_2/results_selfies_ga_sascore_2.yaml
medium,sascore,smiles_ga,0,1001,1001,8.66793054365497,8.66793054365497,8.31783940847276,7.929335794645572,8.130296466488135,oracle_benchmark_results_part2_evaluator/medium/sascore/smiles_ga/seed_0/results_smiles_ga_sascore_0.yaml
medium,sascore,smiles_ga,1,1001,1001,8.66793054365497,8.66793054365497,8.456031000915406,8.074463992685972,8.25078788019851,oracle_benchmark_results_part2_evaluator/medium/sascore/smiles_ga/seed_1/results_smiles_ga_sascore_1.yaml
medium,sascore,smiles_ga,2,1001,1001,8.66793054365497,8.66793054365497,8.314987384181261,7.98727545580929,8.161104982794305,oracle_benchmark_results_part2_evaluator/medium/sascore/smiles_ga/seed_2/results_smiles_ga_sascore_2.yaml
medium,sascore,stoned,0,1001,1001,9.0,9.0,8.74442263399967,8.125365453952925,8.28763363629453,oracle_benchmark_results_part2_evaluator/medium/sascore/stoned/seed_0/results_stoned_sascore_0.yaml
medium,sascore,stoned,1,1001,1001,8.779348802774829,8.779348802774829,8.619684227014622,8.177784798457854,8.294923744452229,oracle_benchmark_results_part2_evaluator/medium/sascore/stoned/seed_1/results_stoned_sascore_1.yaml
medium,sascore,stoned,2,1001,1001,8.57623413339856,8.57623413339856,8.400664557833938,7.994731583804488,8.190055793830249,oracle_benchmark_results_part2_evaluator/medium/sascore/stoned/seed_2/results_stoned_sascore_2.yaml
medium,tpsa,gpbo,0,1001,1001,454.6999999999999,454.6999999999999,414.465,346.54189999999994,248.47454989454985,oracle_benchmark_results_part2_evaluator/medium/tpsa/gpbo/seed_0/results_gp_bo_tpsa_0.yaml
medium,tpsa,gpbo,1,1001,1001,422.4299999999999,422.4299999999999,404.04899999999986,323.11799999999994,240.86115229215224,oracle_benchmark_results_part2_evaluator/medium/tpsa/gpbo/seed_1/results_gp_bo_tpsa_1.yaml
medium,tpsa,gpbo,2,1001,1001,461.5399999999999,461.5399999999999,428.39399999999995,346.79169999999993,247.01372921522915,oracle_benchmark_results_part2_evaluator/medium/tpsa/gpbo/seed_2/results_gp_bo_tpsa_2.yaml
medium,tpsa,graph_ga,0,1001,1001,299.54999999999995,299.54999999999995,266.205,208.10229999999996,179.2955518925519,oracle_benchmark_results_part2_evaluator/medium/tpsa/graph_ga/seed_0/results_graph_ga_tpsa_0.yaml
medium,tpsa,graph_ga,1,1001,1001,313.94999999999993,313.94999999999993,297.755,249.2957999999999,205.7625548895549,oracle_benchmark_results_part2_evaluator/medium/tpsa/graph_ga/seed_1/results_graph_ga_tpsa_1.yaml
medium,tpsa,graph_ga,2,1001,1001,276.99,276.99,261.049,209.3791,184.7440763680763,oracle_benchmark_results_part2_evaluator/medium/tpsa/graph_ga/seed_2/results_graph_ga_tpsa_2.yaml
medium,tpsa,graph_mcts,0,1000,1000,188.89999999999998,188.89999999999998,173.878,129.6625,148.05769794444444,oracle_benchmark_results_part2_evaluator/medium/tpsa/graph_mcts/seed_0/results_graph_mcts_tpsa_0.yaml
medium,tpsa,graph_mcts,1,1000,1000,164.97,164.97,158.236,115.81220000000002,128.34570694444446,oracle_benchmark_results_part2_evaluator/medium/tpsa/graph_mcts/seed_1/results_graph_mcts_tpsa_1.yaml
medium,tpsa,graph_mcts,2,1000,1000,214.73999999999998,214.73999999999998,195.03799999999995,125.09550000000002,153.93291094444447,oracle_benchmark_results_part2_evaluator/medium/tpsa/graph_mcts/seed_2/results_graph_mcts_tpsa_2.yaml
medium,tpsa,mimosa,0,1001,1001,185.97000000000003,185.97000000000003,164.72599999999997,115.7912,149.00198995448994,oracle_benchmark_results_part2_evaluator/medium/tpsa/mimosa/seed_0/results_mimosa_tpsa_0.yaml
medium,tpsa,mimosa,1,1001,1001,185.97000000000003,185.97000000000003,164.72599999999997,116.58149999999998,149.00198995448994,oracle_benchmark_results_part2_evaluator/medium/tpsa/mimosa/seed_1/results_mimosa_tpsa_1.yaml
medium,tpsa,mimosa,2,1001,1001,185.97000000000003,185.97000000000003,164.72599999999997,116.30419999999998,149.00198995448994,oracle_benchmark_results_part2_evaluator/medium/tpsa/mimosa/seed_2/results_mimosa_tpsa_2.yaml
medium,tpsa,moldqn,0,1001,1001,335.3599999999999,335.3599999999999,298.332,197.53680000000003,170.18503690753693,oracle_benchmark_results_part2_evaluator/medium/tpsa/moldqn/seed_0/results_moldqn_tpsa_0.yaml
medium,tpsa,moldqn,1,1001,1001,268.19,268.19,256.255,202.7342,182.33418226218225,oracle_benchmark_results_part2_evaluator/medium/tpsa/moldqn/seed_1/results_moldqn_tpsa_1.yaml
medium,tpsa,moldqn,2,1001,1001,312.47,312.47,301.76500000000004,235.9235,188.27004440004438,oracle_benchmark_results_part2_evaluator/medium/tpsa/moldqn/seed_2/results_moldqn_tpsa_2.yaml
medium,tpsa,reinvent,0,1001,1001,185.97000000000003,185.97000000000003,164.72599999999997,123.78009999999999,149.00198995448994,oracle_benchmark_results_part2_evaluator/medium/tpsa/reinvent/seed_0/results_reinvent_tpsa_0.yaml
medium,tpsa,reinvent,1,1001,1001,214.82,214.82,192.92699999999996,150.6693,154.36757886557888,oracle_benchmark_results_part2_evaluator/medium/tpsa/reinvent/seed_1/results_reinvent_tpsa_1.yaml
medium,tpsa,reinvent,2,1001,1001,185.97000000000003,185.97000000000003,169.96099999999998,132.04969999999997,149.4895069375069,oracle_benchmark_results_part2_evaluator/medium/tpsa/reinvent/seed_2/results_reinvent_tpsa_2.yaml
medium,tpsa,reinvent_selfies,0,1001,1001,187.46,187.46,172.43,133.6707,150.27518076368074,oracle_benchmark_results_part2_evaluator/medium/tpsa/reinvent_selfies/seed_0/results_reinvent_selfies_tpsa_0.yaml
medium,tpsa,reinvent_selfies,1,1001,1001,188.03,188.03,175.32799999999997,133.98239999999998,151.8808441003441,oracle_benchmark_results_part2_evaluator/medium/tpsa/reinvent_selfies/seed_1/results_reinvent_selfies_tpsa_1.yaml
medium,tpsa,reinvent_selfies,2,1001,1001,189.98999999999998,189.98999999999998,180.86499999999998,138.2358,153.3785269175269,oracle_benchmark_results_part2_evaluator/medium/tpsa/reinvent_selfies/seed_2/results_reinvent_selfies_tpsa_2.yaml
medium,tpsa,screening,0,1000,1000,136.76,136.76,131.423,108.55180000000001,122.51675344444445,oracle_benchmark_results_part2_evaluator/medium/tpsa/screening/seed_0/results_screening_tpsa_0.yaml
medium,tpsa,screening,1,1000,1000,136.76,136.76,131.423,108.55180000000001,123.16327444444443,oracle_benchmark_results_part2_evaluator/medium/tpsa/screening/seed_1/results_screening_tpsa_1.yaml
medium,tpsa,screening,2,1000,1000,136.76,136.76,131.423,108.55180000000001,121.05398844444443,oracle_benchmark_results_part2_evaluator/medium/tpsa/screening/seed_2/results_screening_tpsa_2.yaml
medium,tpsa,selfies_ga,0,1001,1001,142.16,142.16,131.897,117.41879999999998,99.21359804481234,oracle_benchmark_results_part2_evaluator/medium/tpsa/selfies_ga/seed_0/results_selfies_ga_tpsa_0.yaml
medium,tpsa,selfies_ga,1,1001,1001,126.67,126.67,120.518,106.84030000000003,90.80256757528188,oracle_benchmark_results_part2_evaluator/medium/tpsa/selfies_ga/seed_1/results_selfies_ga_tpsa_1.yaml
medium,tpsa,selfies_ga,2,1001,1001,128.84,128.84,121.453,105.06159999999998,85.24214050235483,oracle_benchmark_results_part2_evaluator/medium/tpsa/selfies_ga/seed_2/results_selfies_ga_tpsa_2.yaml
medium,tpsa,smiles_ga,0,1001,1001,218.43,218.43,208.21299999999997,193.4483,154.499426018426,oracle_benchmark_results_part2_evaluator/medium/tpsa/smiles_ga/seed_0/results_smiles_ga_tpsa_0.yaml
medium,tpsa,smiles_ga,1,1001,1001,207.66,207.66,202.92799999999997,191.1916999999999,153.99126567876564,oracle_benchmark_results_part2_evaluator/medium/tpsa/smiles_ga/seed_1/results_smiles_ga_tpsa_1.yaml
medium,tpsa,smiles_ga,2,1001,1001,228.4199999999999,228.4199999999999,206.80599999999995,187.958,151.40449944499943,oracle_benchmark_results_part2_evaluator/medium/tpsa/smiles_ga/seed_2/results_smiles_ga_tpsa_2.yaml
medium,tpsa,stoned,0,1001,1001,180.92,180.92,175.349,162.1149,134.99415029415027,oracle_benchmark_results_part2_evaluator/medium/tpsa/stoned/seed_0/results_stoned_tpsa_0.yaml
medium,tpsa,stoned,1,1001,1001,192.85,192.85,185.58599999999996,166.18229999999997,136.15213081363075,oracle_benchmark_results_part2_evaluator/medium/tpsa/stoned/seed_1/results_stoned_tpsa_1.yaml
medium,tpsa,stoned,2,1001,1001,190.86,190.86,179.75099999999998,162.4805,134.83342601842608,oracle_benchmark_results_part2_evaluator/medium/tpsa/stoned/seed_2/results_stoned_tpsa_2.yaml
